venue_id,slug,name,primary_subcategory,subcategories,google_url,last_verified,rating,review_count,phone,website,address,latitude,longitude
ChIJSfQE0goXsz4RRqs9HLa_yNA,ahil-boat-service-jsfqe0,Ahil boat Service,boating,boating,https://www.google.com/maps/place/Ahil+boat+Service/data=!4m7!3m6!1s0x3eb3170ad204f449:0xd0c8bfb61c3dab46!8m2!3d24.8181633!4d66.9750237!16s%2Fg%2F11r4dct4rx!19sChIJSfQE0goXsz4RRqs9HLa_yNA?authuser=0&hl=en&rclk=1,2026-06-30 01:27:43.983847+05:00,4.2,6,+92 311 1231906,,"Keamari one number, Port Of Karachi, Karachi, 75620, Pakistan",24.8181633,66.9750237
ChIJA9OlDSM_sz4RdgmEnQ03Z9w,ahsan-mohiuddin-syed-s-studio-ja9old,Ahsan Mohiuddin Syed's Studio,pottery-art,pottery-art,https://www.google.com/maps/place/Ahsan+Mohiuddin+Syed%27s+Studio/data=!4m7!3m6!1s0x3eb33f230da5d303:0xdc67370d9d840976!8m2!3d24.9107127!4d67.0745457!16s%2Fg%2F11c31756s_!19sChIJA9OlDSM_sz4RdgmEnQ03Z9w?authuser=0&hl=en&rclk=1,2026-06-30 01:27:43.983847+05:00,4.4,7,,https://www.facebook.com/36ahsanstudio/,"W36F+7RM Ahsan Mohiuddin Syed's Studio, Suncity, Sahba Akhtar Rd, Block 13D-2 Block 13 D 2 Gulshan-e-Iqbal, Karachi, Pakistan",24.910712699999998,67.0745457
ChIJv93QAwA_sz4Rfcv5NP4ROUc,al-hamra-sports-club-jv93qa,Al HAMRA Sports Club,box-cricket,box-cricket,https://www.google.com/maps/place/Al+HAMRA+Sports+Club/data=!4m7!3m6!1s0x3eb33f0003d0ddbf:0x473911fe34f9cb7d!8m2!3d24.9320888!4d67.0755951!16s%2Fg%2F11x2vvr0xx!19sChIJv93QAwA_sz4Rfcv5NP4ROUc?authuser=0&hl=en&rclk=1,2026-06-30 01:27:43.983847+05:00,4.5,15,+92 318 2587778,,"Fatima Family Park, Plot ST 17B, Federal B Area Naseerabad Block 14 Gulberg Town, Karachi, Pakistan",24.9320888,67.0755951
ChIJhczLXgc-sz4R0OEkuu5dUSw,al-nadi-al-burhani-sports-complex-jhczlx,Al Nadi Al Burhani Sports Complex,padel,"padel,billiards,box-cricket,futsal,squash,swimming",https://www.google.com/maps/place/Al+Nadi+Al+Burhani+Sports+Complex/data=!4m7!3m6!1s0x3eb33e075ecbcc85:0x2c515deeba24e1d0!8m2!3d24.8455728!4d67.004107!16s%2Fg%2F11cm016fq4!19sChIJhczLXgc-sz4R0OEkuu5dUSw?authuser=0&hl=en&rclk=1,2026-06-30 01:27:43.983847+05:00,4.5,991,+92 336 2525353,,"Al Nadi Al Burhani Sports Complex، Old Queens Road, Karachi،, Pakistan Railways Bridge, City Railway Colony, Karachi, 74200, Pakistan",24.8455728,67.00410699999999
ChIJF_sGAkc_sz4R71RWgcXWNd4,al-hamra-futsal-court-jf_sga,Al hamra futsal court,futsal,futsal,https://www.google.com/maps/place/Al+hamra+futsal+court/data=!4m7!3m6!1s0x3eb33f470206fb17:0xde35d6c5815654ef!8m2!3d24.9274849!4d67.078458!16s%2Fg%2F11fx_3wvv8!19sChIJF_sGAkc_sz4R71RWgcXWNd4?authuser=0&hl=en&rclk=1,2026-06-30 01:27:43.983847+05:00,4.0,46,,,"R1034 Block 15, Gulberg Town, Karachi, Pakistan",24.9274849,67.078458
ChIJWZZ2XQA_sz4Rhkvy46GR2AI,al-wasif-ground-jwzz2x,Al-wasif ground,futsal,futsal,https://www.google.com/maps/place/Al-wasif+ground/data=!4m7!3m6!1s0x3eb33f005d769659:0x2d891a1e3f24b86!8m2!3d24.8885625!4d67.0359375!16s%2Fg%2F11ymmr4d4_!19sChIJWZZ2XQA_sz4Rhkvy46GR2AI?authuser=0&hl=en&rclk=1,2026-06-30 01:27:43.983847+05:00,4.2,132,,,"ground, V2QP+C96 Azam tariq, fotball, Goth Dad Muhammad, Karachi, Pakistan",24.8885625,67.0359375
ChIJ9--PQAc9sz4RoYG1Rliamd8,alaska-restaurant-j9--pq,Alaska Restaurant,shisha,shisha,https://www.google.com/maps/place/Alaska+Restaurant/data=!4m7!3m6!1s0x3eb33d07408feff7:0xdf999a5846b581a1!8m2!3d24.8087593!4d67.031438!16s%2Fg%2F11qnjwdsqf!19sChIJ9--PQAc9sz4RoYG1Rliamd8?authuser=0&hl=en&rclk=1,2026-06-30 01:27:43.983847+05:00,3.8,1079,+92 311 0044441,,"Bungalow No. F-65, K.D.A. Scheme, 5, Clifton, Block 4 Clifton, Karachi, 75600, Pakistan",24.8087593,67.031438
ChIJBV66tq09sz4RWwW4JdPj9o4,ali-art-studio-jbv66t,Ali Art Studio,board-game-paint-cafe,"board-game-paint-cafe,pottery-art",https://www.google.com/maps/place/Ali+Art+Studio/data=!4m7!3m6!1s0x3eb33dadb6ba5e05:0x8ef6e3d325b8055b!8m2!3d24.801683!4d67.037579!16s%2Fg%2F11f4m6s529!19sChIJBV66tq09sz4RWwW4JdPj9o4?authuser=0&hl=en&rclk=1,2026-06-30 01:27:43.983847+05:00,4.8,53,+92 323 2249349,https://www.aliartstudio.com/,"Plot - 5C, 1st floor, Ali Art Studio, Lane 1, Saba Commercial Area Defence V Defence Housing Authority, Karachi, 75500, Pakistan",24.801683,67.037579
ChIJIXuOGoY_sz4RV1lTkR_8E2k,alys-snooker-parlour-jixuog,Alys snooker parlour,billiards,billiards,https://www.google.com/maps/place/Alys+snooker+parlour/data=!4m7!3m6!1s0x3eb33f861a8e7b21:0x6913fc1f91535957!8m2!3d24.8629816!4d67.0263528!16s%2Fg%2F11h1m3jbjd!19sChIJIXuOGoY_sz4RV1lTkR_8E2k?authuser=0&hl=en&rclk=1,2026-06-30 01:27:43.983847+05:00,3.9,9,+92 21 32242364,,"Empress Market Karachi, Pakistan",24.862981599999998,67.0263528
ChIJoWouWKQ9sz4RNQIGSqfvPIY,amir-khusro-park-jowouw,Amir Khusro Park,parks,parks,https://www.google.com/maps/place/Amir+Khusro+Park/data=!4m7!3m6!1s0x3eb33da4582e6aa1:0x863cefa74a060235!8m2!3d24.8132333!4d67.0308656!16s%2Fg%2F1tfpn54r!19sChIJoWouWKQ9sz4RNQIGSqfvPIY?authuser=0&hl=en&rclk=1,2026-06-30 01:27:43.983847+05:00,4.2,550,,,"108 Hatim Alvi Rd, Block 5 Old Clifton, Karachi, 75600, Pakistan",24.8132333,67.0308656
ChIJCVHyr7o_sz4RIF051OdtNJ8,amroha-club-jcvhyr,Amroha Club,tennis,tennis,https://www.google.com/maps/place/Amroha+Club/data=!4m7!3m6!1s0x3eb33fbaaff25109:0x9f346de7d4395d20!8m2!3d24.935853!4d67.0674281!16s%2Fg%2F11j8lphfvt!19sChIJCVHyr7o_sz4RIF051OdtNJ8?authuser=0&hl=en&rclk=1,2026-06-30 01:27:43.983847+05:00,3.4,9,+92 21 36365598,,"Plot ST 81 Ziauddin Rd, Federal B Area Block 13 Gulberg Town, Karachi, Pakistan",24.935852999999998,67.0674281
ChIJ6SuQJGk-sz4R3-6AHtd68bc,apple-studio-j6suqj,Apple Studio,music-rooms,music-rooms,https://www.google.com/maps/place/Apple+Studio/data=!4m7!3m6!1s0x3eb33e6924902be9:0xb7f17ad71e80eedf!8m2!3d24.8676892!4d67.0309594!16s%2Fg%2F11c1s0w9nm!19sChIJ6SuQJGk-sz4R3-6AHtd68bc?authuser=0&hl=en&rclk=1,2026-06-30 01:27:43.983847+05:00,4.1,22,+92 331 3355043,https://www.facebook.com/apple.studio.productions,"V29J+39G Apple Studio, Central Jacob Lines Karachi, Pakistan",24.867689199999997,67.0309594
ChIJAXLlb-4_sz4RKMxHHSft-jk,aqua-swimming-pool-jaxllb,Aqua Swimming Pool,swimming,swimming,https://www.google.com/maps/place/Aqua+Swimming+Pool/data=!4m7!3m6!1s0x3eb33fee6fe57201:0x39faed271d47cc28!8m2!3d24.9205061!4d67.0007249!16s%2Fg%2F11hzkdf6d0!19sChIJAXLlb-4_sz4RKMxHHSft-jk?authuser=0&hl=en&rclk=1,2026-06-30 01:27:43.983847+05:00,4.1,137,+92 346 2228041,http://www.facebook.com/aquapoolmetroville,"Metroville Rd, Metroville Sector 4 Sindh Industrial Trading Estate, Karachi, Pakistan",24.920506099999997,67.0007249
ChIJJVijrUM_sz4RioywLBqHK4o,aquatic-adventureland-jjvijr,Aquatic Adventureland,adventure-parks,adventure-parks,https://www.google.com/maps/place/Aquatic+Adventureland/data=!4m7!3m6!1s0x3eb33f43ada35825:0x8a2b871a2cb08c8a!8m2!3d24.9348417!4d67.0398109!16s%2Fg%2F11vwlrkxz0!19sChIJJVijrUM_sz4RioywLBqHK4o?authuser=0&hl=en&rclk=1,2026-06-30 01:27:43.983847+05:00,3.9,121,+92 333 1299909,https://www.aquatic.com.pk/,"Phase-2, Aquatic Adventureland, Roof Top, D-11, inside The North Walk Mall, Block C North Nazimabad Town, Karachi, Pakistan",24.9348417,67.03981089999999
ChIJFcwYOHE-sz4RuMAN8GKTdz0,arabian-lounge-jfcwyo,Arabian Lounge,shisha,shisha,https://www.google.com/maps/place/Arabian+Lounge/data=!4m7!3m6!1s0x3eb33e713818cc15:0x3d779362f00dc0b8!8m2!3d24.8560625!4d67.0301875!16s%2Fg%2F11c7lf75pn!19sChIJFcwYOHE-sz4RuMAN8GKTdz0?authuser=0&hl=en&rclk=1,2026-06-30 01:27:43.983847+05:00,3.6,43,+92 300 2387600,,"Atrium Mall & Cinemas, MBL Panorama Karachi Cantonment, Karachi, Pakistan",24.8560625,67.0301875
ChIJVfvKKLg9sz4Rk_pIltNxLug,arabian-nights-jvfvkk,Arabian Nights,shisha,shisha,https://www.google.com/maps/place/Arabian+Nights/data=!4m7!3m6!1s0x3eb33db828cafb55:0xe82e71d39648fa93!8m2!3d24.8258076!4d67.034051!16s%2Fg%2F1tfyzlrt!19sChIJVfvKKLg9sz4Rk_pIltNxLug?authuser=0&hl=en&rclk=1,2026-06-30 01:27:43.983847+05:00,3.8,971,+92 322 2353366,http://www.arabiannights.pk/,"Schon Circle, Service Ln, near Khayaban-e-Iqbal Underpass, Block 5 Clifton, Karachi, 74000, Pakistan",24.825807599999997,67.03405099999999
ChIJ12h7DgA_sz4RQpI-AgthVIM,aranzee-arena-j12h7d,Aranzee Arena,box-cricket,"box-cricket,futsal",https://www.google.com/maps/place/Aranzee+Arena/data=!4m7!3m6!1s0x3eb33f000e7b68d7:0x8354610b023e9242!8m2!3d24.9268293!4d67.060445!16s%2Fg%2F11ldtydjrm!19sChIJ12h7DgA_sz4RQpI-AgthVIM?authuser=0&hl=en&rclk=1,2026-06-30 01:27:43.983847+05:00,4.2,50,+92 333 2226424,,"Plot LS 16, F.B Area Block 6 Block 6 Gulberg Town, Karachi, Pakistan",24.926829299999998,67.060445
ChIJL6ArBcw-sz4RdE_dF04BXPw,arena-family-recreational-sports-complex-jl6arb,Arena - Family Recreational & Sports Complex,bowling,"bowling,board-game-paint-cafe,box-cricket,laser-tag,paintball,parks,skating",https://www.google.com/maps/place/Arena+-+Family+Recreational+%26+Sports+Complex/data=!4m7!3m6!1s0x3eb33ecc052ba02f:0xfc5c014e17dd4f74!8m2!3d24.887577!4d67.089838!16s%2Fg%2F1tzlxfjm!19sChIJL6ArBcw-sz4RdE_dF04BXPw?authuser=0&hl=en&rclk=1,2026-06-30 01:27:43.983847+05:00,4.3,13165,+92 21 99245251,https://arena.net.pk/,"Arena - Family Recreational & Sports Complex، Karsaz Road, Karsaz Faisal Cantonment, Karachi, Pakistan",24.887577,67.089838
ChIJm1UpX6Q_sz4Rr1QnDlJyIpk,art-barn-jm1upx,Art Barn,board-game-paint-cafe,"board-game-paint-cafe,pottery-art",https://www.google.com/maps/place/Art+Barn/data=!4m7!3m6!1s0x3eb33fa45f29559b:0x992272520e2754af!8m2!3d24.8619982!4d67.0683114!16s%2Fg%2F11m6lhrypy!19sChIJm1UpX6Q_sz4Rr1QnDlJyIpk?authuser=0&hl=en&rclk=1,2026-06-30 01:27:43.983847+05:00,4.9,13,,https://www.instagram.com/artbarnn,"Block-6 Block 6 P.E.C.H.S., Karachi, Pakistan",24.8619982,67.0683114
ChIJCSNN2zE_sz4RKrhdxF7UrYw,art-ishq-jcsnn2,Art Ishq,pottery-art,pottery-art,https://www.google.com/maps/place/Art+Ishq/data=!4m7!3m6!1s0x3eb33f31db4d2309:0x8cadd45ec45db82a!8m2!3d24.9191314!4d67.0695486!16s%2Fg%2F11pd7ffzlg!19sChIJCSNN2zE_sz4RKrhdxF7UrYw?authuser=0&hl=en&rclk=1,2026-06-30 01:27:43.983847+05:00,4.7,20,+92 346 2053043,,"8th St, Azizabad Block 8 Gulberg Town, Karachi, Pakistan",24.919131399999998,67.06954859999999
ChIJE71d9VM8sz4RMFG5A_gAUPA,art-scene-gallery-je71d9,Art Scene Gallery,museums-galleries,museums-galleries,https://www.google.com/maps/place/Art+Scene+Gallery/data=!4m7!3m6!1s0x3eb33c53f55dbd13:0xf05000f803b95130!8m2!3d24.8084872!4d67.0346206!16s%2Fg%2F1232pj55j!19sChIJE71d9VM8sz4RMFG5A_gAUPA?authuser=0&hl=en&rclk=1,2026-06-30 01:27:43.983847+05:00,4.4,84,+92 21 35371914,,"26th Street, Block 4 F-39/1 Clifton, Karachi, 75500, Pakistan",24.8084872,67.0346206
ChIJkzaeRr49sz4RRZIwN-Dh4KQ,artchowk-the-gallery-jkzaer,ArtChowk the Gallery,museums-galleries,museums-galleries,https://www.google.com/maps/place/ArtChowk+the+Gallery/data=!4m7!3m6!1s0x3eb33dbe469e3693:0xa4e0e1e037309245!8m2!3d24.7945073!4d67.0495466!16s%2Fg%2F11p6534jfm!19sChIJkzaeRr49sz4RRZIwN-Dh4KQ?authuser=0&hl=en&rclk=1,2026-06-30 01:27:43.983847+05:00,4.5,98,+92 21 35856030,,"1st Floor, ArtChowk the Gallery, 39-C Khayaban-e-Seher, D.H.A Phase 6 Shahbaz Commercial Area Phase 6 Defence Housing Authority, Karachi, 75500, Pakistan",24.7945073,67.0495466
ChIJlzB7Qek8sz4RssgzuglFD7s,artciti-gallery-jlzb7q,Artciti Gallery,museums-galleries,museums-galleries,https://www.google.com/maps/place/Artciti+Gallery/data=!4m7!3m6!1s0x3eb33ce9417b3097:0xbb0f4509ba33c8b2!8m2!3d24.7918853!4d67.0637893!16s%2Fg%2F1yg5786tw!19sChIJlzB7Qek8sz4RssgzuglFD7s?authuser=0&hl=en&rclk=1,2026-06-30 01:27:43.983847+05:00,4.4,121,+92 21 35250495,https://artciti.com/,"Artciti Gallery، Plot # 36C, 2nd Floor,، Lane 13 Khayaban-e-Bukhari, Bukhari Commercial Area Phase 6 Defence Housing Authority, Karachi, 75500, Pakistan",24.7918853,67.0637893
ChIJd9oSbQs-sz4R7Fw1utnez60,arts-council-of-pakistan-karachi-acpkhi-jd9osb,"Arts Council of Pakistan, Karachi (ACPKHI)",board-game-paint-cafe,"board-game-paint-cafe,museums-galleries","https://www.google.com/maps/place/Arts+Council+of+Pakistan,+Karachi+%28ACPKHI%29/data=!4m7!3m6!1s0x3eb33e0b6d12da77:0xadcfded9ba355cec!8m2!3d24.8530063!4d67.0208892!16s%2Fg%2F1td9c73j!19sChIJd9oSbQs-sz4R7Fw1utnez60?authuser=0&hl=en&rclk=1",2026-06-30 01:27:43.983847+05:00,4.4,3306,+92 21 111 227 544,https://www.acpkhi.com/,"M. R, Kiyani Road, Karachi, 74200, Pakistan",24.8530063,67.0208892
ChIJ_5Pfxpo_sz4RA7b-B-0k9Rg,asfar-ali-music-studio-j_5pfx,Asfar Ali Music Studio,music-rooms,music-rooms,https://www.google.com/maps/place/Asfar+Ali+Music+Studio/data=!4m7!3m6!1s0x3eb33f9ac6df93ff:0x18f524ed07feb603!8m2!3d24.9064904!4d67.0441801!16s%2Fg%2F11g4lgv2_2!19sChIJ_5Pfxpo_sz4RA7b-B-0k9Rg?authuser=0&hl=en&rclk=1,2026-06-30 01:27:43.983847+05:00,4.3,6,+92 320 2476173,https://asfaralimusic.blogspot.com/,"Asfar Ali Music Studio، Amjad Sabri Street 3/618, 3rd St، near furqania Masjid, Block 3 Liaquatabad Town, Karachi, 75900, Pakistan",24.9064904,67.04418009999999
ChIJfXXqm84_sz4RBpMET5GljFc,asifabad-cricket-ground-jfxxqm,Asifabad Cricket Ground,box-cricket,box-cricket,https://www.google.com/maps/place/Asifabad+Cricket+Ground/data=!4m7!3m6!1s0x3eb33fce9bea757d:0x578ca5914f049306!8m2!3d24.8980956!4d67.0147347!16s%2Fg%2F119vttplp!19sChIJfXXqm84_sz4RBpMET5GljFc?authuser=0&hl=en&rclk=1,2026-06-30 01:27:43.983847+05:00,3.9,404,,,"V2X7+6VQ Asifabad Cricket Ground, Pak Colony Sindh Industrial Trading Estate, Karachi, Pakistan",24.898095599999998,67.01473469999999
ChIJ-bfUyh44sz4R17txWQo4gBE,askari-5-park-j-bfuy,Askari 5 Park,futsal,"futsal,parks",https://www.google.com/maps/place/Askari+5+Park/data=!4m7!3m6!1s0x3eb3381ecad4b7f9:0x1180380a5971bbd7!8m2!3d24.9457315!4d67.1836807!16s%2Fg%2F11c0w07_9k!19sChIJ-bfUyh44sz4R17txWQo4gBE?authuser=0&hl=en&rclk=1,2026-06-30 01:27:43.983847+05:00,4.3,907,,,"W5WM+7FV Askari 5 Park, Malir Cantonment, Karachi, Pakistan",24.945731499999997,67.1836807
ChIJ5xFamlQ8sz4RQcDgFNuX3yQ,atelier-school-of-art-and-design-j5xfam,Atelier School of Art and Design,pottery-art,pottery-art,https://www.google.com/maps/place/Atelier+School+of+Art+and+Design/data=!4m7!3m6!1s0x3eb33c549a5a11e7:0x24df97db14e0c041!8m2!3d24.8131685!4d67.0483071!16s%2Fg%2F11gfn63lvf!19sChIJ5xFamlQ8sz4RQcDgFNuX3yQ?authuser=0&hl=en&rclk=1,2026-06-30 01:27:43.983847+05:00,5.0,59,+92 333 8555945,http://atelierschool.art/,"14th St, DHA Phase 5 Stadium Commercial Area Defence V Defence Housing Authority, Karachi, 75500, Pakistan",24.8131685,67.0483071
ChIJ4bzpcJg_sz4R7zRZBNikpFg,audizone-j4bzpc,AudiZone,music-rooms,music-rooms,https://www.google.com/maps/place/AudiZone/data=!4m7!3m6!1s0x3eb33f9870e9bce1:0x58a4a4d8045934ef!8m2!3d24.8726428!4d67.059412!16s%2Fg%2F11j2062rb_!19sChIJ4bzpcJg_sz4R7zRZBNikpFg?authuser=0&hl=en&rclk=1,2026-06-30 01:27:43.983847+05:00,4.8,46,+92 332 2224696,,"Block 2 P.E.C.H.S., Karachi, 75400, Pakistan",24.872642799999998,67.059412
ChIJdSBCbXY-sz4R0LYF-mE8_Pk,audio-lab-studio-karachi-jdsbcb,Audio Lab Studio karachi,music-rooms,music-rooms,https://www.google.com/maps/place/Audio+Lab+Studio+karachi/data=!4m7!3m6!1s0x3eb33e766d422075:0xf9fc3c61fa05b6d0!8m2!3d24.8512797!4d67.0292386!16s%2Fg%2F11f15d059j!19sChIJdSBCbXY-sz4R0LYF-mE8_Pk?authuser=0&hl=en&rclk=1,2026-06-30 01:27:43.983847+05:00,4.3,15,+92 346 3259989,,"sadar, trade tower suit#814. 8th floor near governer house gate no.4, Civil Lines, Karachi, Pakistan",24.8512797,67.0292386
